; "SupportedThreads",40,"UsedThreads",40,"TotalMemory",540486615040,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1496243246,"CurrentTimeLocal","Wed May 31 17:07:26 2017","Hostname","r02n10"
; "Time_ContextCreate [ms]", 0.000364
; "Time_ContextDestroy [ms]", 0.000227
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]"
"Fftw","Outplace","Complex","float",3,"powerof2",1024,1024,1024,0,27,"Warmup",0.536496,6.263325,4.429528,3591.456774,6090.398726,10687.642979,1292.159074,39.773825,21712.663629,17179869184,0,8589934592
"Fftw","Outplace","Complex","float",3,"powerof2",1024,1024,1024,1,27,"Warmup",0.54727,6.382824,4.40429,3417.514294,6092.980564,8406.876346,1207.885799,40.889116,19177.482895,17179869184,0,8589934592
"Fftw","Outplace","Complex","float",3,"powerof2",1024,1024,1024,2,27,"Success",0.547398,6.374858,4.547574,3439.187103,6016.586694,10819.20511,1287.923395,39.057739,21613.432777,17179869184,0,8589934592
"Fftw","Outplace","Complex","float",3,"powerof2",1024,1024,1024,3,27,"Success",0.548422,6.401303,4.557116,3414.391248,6092.589005,10539.518088,1219.111755,45.714101,21322.833266,17179869184,0,8589934592
"Fftw","Outplace","Complex","float",3,"powerof2",1024,1024,1024,4,27,"Success",0.548142,6.357,4.487519,3354.199582,6034.156045,10576.199602,1326.752099,51.300192,21354.002663,17179869184,0,8589934592
"Fftw","Outplace","Complex","float",3,"powerof2",1024,1024,1024,5,27,"Success",0.529436,6.387648,4.452367,3392.241902,6184.924835,10698.993555,1253.477269,47.492896,21588.502569,17179869184,0,8589934592
"Fftw","Outplace","Complex","float",3,"powerof2",1024,1024,1024,6,27,"Success",0.546156,6.449313,4.451293,3411.659877,6258.023774,10504.131777,1233.69695,39.46024,21458.421586,17179869184,0,8589934592
"Fftw","Outplace","Complex","float",3,"powerof2",1024,1024,1024,7,27,"Success",0.550503,6.349197,4.499102,3412.536928,6113.829249,10623.7581,1381.725632,39.495654,21582.746946,17179869184,0,8589934592
"Fftw","Outplace","Complex","float",3,"powerof2",1024,1024,1024,8,27,"Success",0.53237,6.250857,4.409834,3505.578449,6131.566266,10714.10114,1274.148767,39.94813,21676.539039,17179869184,0,8589934592
"Fftw","Outplace","Complex","float",3,"powerof2",1024,1024,1024,9,27,"Success",0.534924,6.348009,4.46185,3410.747406,5967.163294,8555.028798,1299.667023,40.87836,19284.832214,17179869184,0,8589934592
"Fftw","Outplace","Complex","float",3,"powerof2",1024,1024,1024,10,27,"Success",0.550047,6.378211,4.447619,3434.779681,6030.28628,10373.569824,1285.297884,39.972134,21175.284103,17179869184,0,8589934592
"Fftw","Outplace","Complex","float",3,"powerof2",1024,1024,1024,11,27,"Success",0.543365,6.347857,4.44122,3412.07303,6042.432542,10337.01728,1353.084563,40.239737,21196.182144,17179869184,0,8589934592
"Fftw","Outplace","Complex","float",3,"radix357",3,3,3,0,28,"Warmup",0.00026,0.250937,0.240848,0.000136,0.031408,0.031147,0.000222,0.013222,0.56893,432,0,216
"Fftw","Outplace","Complex","float",3,"radix357",3,3,3,1,28,"Warmup",0.00037,0.24602,0.238797,0.000158,0.031902,0.030521,0.000311,0.014303,0.563244,432,0,216
"Fftw","Outplace","Complex","float",3,"radix357",3,3,3,2,28,"Success",0.000396,0.245657,0.238593,0.00015,0.030663,0.031015,0.000808,0.014623,0.56261,432,0,216
"Fftw","Outplace","Complex","float",3,"radix357",3,3,3,3,28,"Success",0.000261,0.256627,0.239352,0.000115,0.032569,0.029392,0.000344,0.014547,0.573951,432,0,216
"Fftw","Outplace","Complex","float",3,"radix357",3,3,3,4,28,"Success",0.000338,0.25297,0.238626,9.9e-05,0.031077,0.029008,0.000389,0.01603,0.569325,432,0,216
"Fftw","Outplace","Complex","float",3,"radix357",3,3,3,5,28,"Success",0.000335,0.246036,0.249634,0.00013,0.030621,0.029622,0.00024,0.013445,0.570725,432,0,216
"Fftw","Outplace","Complex","float",3,"radix357",3,3,3,6,28,"Success",0.000329,0.245009,0.245426,0.000127,0.029478,0.030609,0.000204,0.013479,0.565418,432,0,216
"Fftw","Outplace","Complex","float",3,"radix357",3,3,3,7,28,"Success",0.000229,0.245728,0.23857,0.00011,0.031031,0.029973,0.000257,0.014416,0.560959,432,0,216
"Fftw","Outplace","Complex","float",3,"radix357",3,3,3,8,28,"Success",0.000362,0.244926,0.238014,0.000109,0.030132,0.029982,0.000202,0.01332,0.55789,432,0,216
"Fftw","Outplace","Complex","float",3,"radix357",3,3,3,9,28,"Success",0.000294,0.244734,0.238075,0.000117,0.030616,0.03128,0.000231,0.014568,0.560796,432,0,216
"Fftw","Outplace","Complex","float",3,"radix357",3,3,3,10,28,"Success",0.000291,0.256889,0.238602,8.4e-05,0.033136,0.029841,0.000205,0.015177,0.574858,432,0,216
"Fftw","Outplace","Complex","float",3,"radix357",3,3,3,11,28,"Success",0.000372,0.262715,0.240452,0.000113,0.030413,0.029797,0.000592,0.014953,0.580217,432,0,216
"Fftw","Outplace","Complex","float",3,"radix357",3,3,9,0,29,"Warmup",0.000378,0.393269,0.376355,0.000186,0.032374,0.029326,0.000486,0.027605,0.861054,1296,0,648
"Fftw","Outplace","Complex","float",3,"radix357",3,3,9,1,29,"Warmup",0.00029,0.388445,0.372884,0.000109,0.035186,0.029191,0.000475,0.027561,0.854871,1296,0,648
"Fftw","Outplace","Complex","float",3,"radix357",3,3,9,2,29,"Success",0.000236,0.388274,0.37224,0.000112,0.031207,0.027681,0.000794,0.02736,0.848451,1296,0,648
"Fftw","Outplace","Complex","float",3,"radix357",3,3,9,3,29,"Success",0.000294,0.380517,0.371386,0.000108,0.031635,0.026763,0.000503,0.026994,0.838999,1296,0,648
"Fftw","Outplace","Complex","float",3,"radix357",3,3,9,4,29,"Success",0.000239,0.379571,0.37283,0.00012,0.031473,0.035829,0.000553,0.026236,0.847489,1296,0,648
"Fftw","Outplace","Complex","float",3,"radix357",3,3,9,5,29,"Success",0.000255,0.379832,0.379687,0.000172,0.031365,0.028522,0.00033,0.026587,0.847901,1296,0,648
"Fftw","Outplace","Complex","float",3,"radix357",3,3,9,6,29,"Success",0.000231,0.378624,0.381248,0.000126,0.032936,0.028458,0.000337,0.026864,0.84953,1296,0,648
"Fftw","Outplace","Complex","float",3,"radix357",3,3,9,7,29,"Success",0.000252,0.378381,0.381215,0.000123,0.031783,0.027868,0.001083,0.028223,0.849649,1296,0,648
"Fftw","Outplace","Complex","float",3,"radix357",3,3,9,8,29,"Success",0.000254,0.386986,0.374028,0.000121,0.030909,0.027999,0.000383,0.026788,0.848193,1296,0,648
"Fftw","Outplace","Complex","float",3,"radix357",3,3,9,9,29,"Success",0.000301,0.387978,0.372059,0.000124,0.030688,0.027893,0.000858,0.027652,0.848023,1296,0,648
"Fftw","Outplace","Complex","float",3,"radix357",3,3,9,10,29,"Success",0.000228,0.39119,0.372904,9.8e-05,0.030951,0.029775,0.000388,0.027574,0.853646,1296,0,648
"Fftw","Outplace","Complex","float",3,"radix357",3,3,9,11,29,"Success",0.000245,0.379085,0.371777,0.000122,0.031346,0.028358,0.000786,0.026836,0.839077,1296,0,648
"Fftw","Outplace","Complex","float",3,"radix357",5,5,5,0,45,"Warmup",0.000394,0.594855,0.588124,0.00027,0.039487,0.033891,0.00053,0.044668,1.303124,2000,0,1000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,5,1,45,"Warmup",0.0004,0.588921,0.583623,0.000276,0.03974,0.038545,0.00042,0.048646,1.301471,2000,0,1000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,5,2,45,"Success",0.000402,0.596015,0.577315,0.00025,0.039302,0.036513,0.0005,0.054337,1.305588,2000,0,1000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,5,3,45,"Success",0.000395,0.587678,0.585616,0.000224,0.041489,0.03504,0.000532,0.049771,1.301664,2000,0,1000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,5,4,45,"Success",0.00035,0.588063,0.588524,0.000238,0.041981,0.037285,0.000537,0.046233,1.304034,2000,0,1000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,5,5,45,"Success",0.000399,0.594396,0.576321,0.000228,0.042593,0.037775,0.000364,0.066017,1.319049,2000,0,1000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,5,6,45,"Success",0.000371,0.536658,0.535754,0.000258,0.04029,0.035419,0.000452,0.043353,1.193513,2000,0,1000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,5,7,45,"Success",0.00036,0.543736,0.532395,0.000226,0.037118,0.03501,0.000744,0.044899,1.195326,2000,0,1000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,5,8,45,"Success",0.00032,0.544546,0.528503,0.000233,0.04135,0.037611,0.000422,0.046186,1.199998,2000,0,1000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,5,9,45,"Success",0.000378,0.535962,0.530935,0.00024,0.038379,0.033,0.000352,0.045043,1.185222,2000,0,1000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,5,10,45,"Success",0.000318,0.54481,0.526948,0.000204,0.03981,0.035495,0.000536,0.047281,1.196047,2000,0,1000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,5,11,45,"Success",0.000336,0.535661,0.531705,0.000262,0.038903,0.033656,0.000422,0.043434,1.185356,2000,0,1000
"Fftw","Outplace","Complex","float",3,"radix357",3,9,9,0,30,"Warmup",0.000571,0.695044,0.676911,0.00024,0.040135,0.03005,0.000701,0.046952,1.491566,3888,0,1944
"Fftw","Outplace","Complex","float",3,"radix357",3,9,9,1,30,"Warmup",0.000612,0.687342,0.682402,0.000217,0.039331,0.03156,0.000549,0.044849,1.487769,3888,0,1944
"Fftw","Outplace","Complex","float",3,"radix357",3,9,9,2,30,"Success",0.000558,0.682992,0.678289,0.000244,0.040383,0.030595,0.00057,0.046896,1.481319,3888,0,1944
"Fftw","Outplace","Complex","float",3,"radix357",3,9,9,3,30,"Success",0.000512,0.688694,0.679547,0.000492,0.046667,0.033471,0.000692,0.045625,1.496526,3888,0,1944
"Fftw","Outplace","Complex","float",3,"radix357",3,9,9,4,30,"Success",0.000527,0.719763,0.679408,0.000227,0.041771,0.034659,0.000505,0.046957,1.524515,3888,0,1944
"Fftw","Outplace","Complex","float",3,"radix357",3,9,9,5,30,"Success",0.000524,0.689134,0.675253,0.000198,0.044536,0.039593,0.000498,0.046051,1.496525,3888,0,1944
"Fftw","Outplace","Complex","float",3,"radix357",3,9,9,6,30,"Success",0.000502,0.681446,0.679591,0.000194,0.040328,0.030936,0.000701,0.048214,1.48276,3888,0,1944
"Fftw","Outplace","Complex","float",3,"radix357",3,9,9,7,30,"Success",0.000528,0.682383,0.680224,0.000287,0.042969,0.033194,0.000578,0.046176,1.487402,3888,0,1944
"Fftw","Outplace","Complex","float",3,"radix357",3,9,9,8,30,"Success",0.000459,0.689789,0.678598,0.000194,0.036576,0.030224,0.000614,0.047633,1.484977,3888,0,1944
"Fftw","Outplace","Complex","float",3,"radix357",3,9,9,9,30,"Success",0.000494,0.689696,0.674689,0.000193,0.04012,0.034227,0.000482,0.05214,1.493136,3888,0,1944
"Fftw","Outplace","Complex","float",3,"radix357",3,9,9,10,30,"Success",0.000494,0.688084,0.672417,0.000196,0.035035,0.03045,0.000499,0.046524,1.474532,3888,0,1944
"Fftw","Outplace","Complex","float",3,"radix357",3,9,9,11,30,"Success",0.000509,0.680176,0.679858,0.000269,0.040847,0.034794,0.000594,0.047512,1.485616,3888,0,1944
"Fftw","Outplace","Complex","float",3,"radix357",7,7,7,0,56,"Warmup",0.000455,1.023602,1.006326,0.000358,0.13048,0.044663,0.000671,0.097457,2.304897,5488,0,2744
"Fftw","Outplace","Complex","float",3,"radix357",7,7,7,1,56,"Warmup",0.000425,1.017054,1.011531,0.000304,0.124633,0.050439,0.000651,0.100012,2.305976,5488,0,2744
"Fftw","Outplace","Complex","float",3,"radix357",7,7,7,2,56,"Success",0.000471,1.020364,1.010735,0.000325,0.116692,0.043896,0.000568,0.094199,2.288181,5488,0,2744
"Fftw","Outplace","Complex","float",3,"radix357",7,7,7,3,56,"Success",0.000603,1.015374,1.004315,0.000282,0.135506,0.044382,0.000756,0.096545,2.298486,5488,0,2744
"Fftw","Outplace","Complex","float",3,"radix357",7,7,7,4,56,"Success",0.00063,1.020135,1.006243,0.000302,0.214264,0.044287,0.000617,0.105734,2.393142,5488,0,2744
"Fftw","Outplace","Complex","float",3,"radix357",7,7,7,5,56,"Success",0.000456,1.018421,1.018524,0.000293,0.190855,0.044576,0.000494,0.096531,2.370861,5488,0,2744
"Fftw","Outplace","Complex","float",3,"radix357",7,7,7,6,56,"Success",0.000703,1.021907,1.033825,0.00032,0.180182,0.043674,0.000509,0.095823,2.377678,5488,0,2744
"Fftw","Outplace","Complex","float",3,"radix357",7,7,7,7,56,"Success",0.000463,1.021801,1.011479,0.000308,0.168766,0.044589,0.000563,0.107216,2.355917,5488,0,2744
"Fftw","Outplace","Complex","float",3,"radix357",7,7,7,8,56,"Success",0.000562,1.018397,1.006097,0.000295,0.135743,0.04349,0.000572,0.097339,2.303221,5488,0,2744
"Fftw","Outplace","Complex","float",3,"radix357",7,7,7,9,56,"Success",0.000577,1.022963,1.003174,0.000286,0.138294,0.043727,0.000595,0.099294,2.309581,5488,0,2744
"Fftw","Outplace","Complex","float",3,"radix357",7,7,7,10,56,"Success",0.000463,1.02111,1.009053,0.000293,0.121696,0.043325,0.000653,0.097023,2.294483,5488,0,2744
"Fftw","Outplace","Complex","float",3,"radix357",7,7,7,11,56,"Success",0.000432,1.01764,1.003307,0.000323,0.131486,0.045784,0.000615,0.09911,2.299439,5488,0,2744
"Fftw","Outplace","Complex","float",3,"radix357",5,5,25,0,46,"Warmup",0.000558,1.3294,1.303484,0.000646,0.136766,0.04307,0.001377,0.101048,2.917451,10000,0,5000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,25,1,46,"Warmup",0.000627,1.31141,1.299266,0.00059,0.13257,0.041927,0.001073,0.096833,2.88535,10000,0,5000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,25,2,46,"Success",0.00054,1.310152,1.299457,0.000584,0.169425,0.048591,0.001392,0.113759,2.945124,10000,0,5000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,25,3,46,"Success",0.000545,1.314753,1.316858,0.000604,0.156159,0.047761,0.001229,0.097493,2.93645,10000,0,5000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,25,4,46,"Success",0.000588,1.318946,1.306644,0.000585,0.135447,0.042225,0.001268,0.101213,2.907926,10000,0,5000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,25,5,46,"Success",0.000473,1.310656,1.299439,0.000597,0.158674,0.053059,0.001206,0.096702,2.921763,10000,0,5000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,25,6,46,"Success",0.000698,1.312151,1.306337,0.000587,0.135746,0.047627,0.001202,0.100966,2.906203,10000,0,5000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,25,7,46,"Success",0.000515,1.320547,1.299188,0.000602,0.134606,0.048249,0.001212,0.111215,2.917035,10000,0,5000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,25,8,46,"Success",0.000591,1.312316,1.300073,0.000584,0.134651,0.06603,0.000951,0.097143,2.913389,10000,0,5000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,25,9,46,"Success",0.000554,1.311863,1.299856,0.000536,0.14413,0.04735,0.00122,0.093686,2.900399,10000,0,5000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,25,10,46,"Success",0.000575,1.313151,1.308586,0.000622,0.135274,0.048188,0.001148,0.103184,2.911763,10000,0,5000
"Fftw","Outplace","Complex","float",3,"radix357",5,5,25,11,46,"Success",0.000543,1.315889,1.299245,0.000582,0.137082,0.046518,0.001366,0.113471,2.915655,10000,0,5000
"Fftw","Outplace","Complex","float",3,"radix357",9,9,9,0,31,"Warmup",0.000437,0.930145,0.913092,0.000611,0.090637,0.031442,0.001403,0.07102,2.039594,11664,0,5832
"Fftw","Outplace","Complex","float",3,"radix357",9,9,9,1,31,"Warmup",0.000443,0.919384,0.911694,0.000608,0.102711,0.032985,0.001547,0.07146,2.041591,11664,0,5832
"Fftw","Outplace","Complex","float",3,"radix357",9,9,9,2,31,"Success",0.000494,0.917387,0.901528,0.000593,0.119513,0.031874,0.001406,0.07186,2.045497,11664,0,5832
"Fftw","Outplace","Complex","float",3,"radix357",9,9,9,3,31,"Success",0.000453,0.919519,0.908922,0.000555,0.115831,0.033213,0.00131,0.072027,2.052583,11664,0,5832
"Fftw","Outplace","Complex","float",3,"radix357",9,9,9,4,31,"Success",0.000456,0.91913,0.906526,0.000618,0.069987,0.03027,0.001163,0.073572,2.002465,11664,0,5832
"Fftw","Outplace","Complex","float",3,"radix357",9,9,9,5,31,"Success",0.000446,0.920824,0.899662,0.000528,0.113357,0.030823,0.001391,0.072323,2.040146,11664,0,5832
"Fftw","Outplace","Complex","float",3,"radix357",9,9,9,6,31,"Success",0.000452,0.918203,0.90558,0.000559,0.110171,0.031346,0.001463,0.071678,2.040175,11664,0,5832
"Fftw","Outplace","Complex","float",3,"radix357",9,9,9,7,31,"Success",0.00044,0.921314,0.909179,0.000553,0.101567,0.032349,0.001691,0.071529,2.039362,11664,0,5832
"Fftw","Outplace","Complex","float",3,"radix357",9,9,9,8,31,"Success",0.000421,0.916432,0.898657,0.000524,0.102172,0.030666,0.001425,0.071397,2.022583,11664,0,5832
"Fftw","Outplace","Complex","float",3,"radix357",9,9,9,9,31,"Success",0.000392,0.918038,0.906854,0.00056,0.132341,0.030604,0.001501,0.072468,2.063636,11664,0,5832
"Fftw","Outplace","Complex","float",3,"radix357",9,9,9,10,31,"Success",0.000441,0.920778,0.910468,0.000563,0.14424,0.033986,0.001337,0.068914,2.08168,11664,0,5832
"Fftw","Outplace","Complex","float",3,"radix357",9,9,9,11,31,"Success",0.000444,0.92127,0.905989,0.000553,0.068921,0.030983,0.000963,0.069488,1.999335,11664,0,5832
"Fftw","Outplace","Complex","float",3,"radix357",9,9,27,0,32,"Warmup",0.000438,1.776009,1.758649,0.002162,0.181452,0.050542,0.004504,0.186201,3.960967,34992,0,17496
"Fftw","Outplace","Complex","float",3,"radix357",9,9,27,1,32,"Warmup",0.00048,1.768178,1.741035,0.00202,0.165025,0.053617,0.003989,0.167534,3.902882,34992,0,17496
"Fftw","Outplace","Complex","float",3,"radix357",9,9,27,2,32,"Success",0.00047,1.775721,1.757493,0.002226,0.190308,0.048513,0.004222,0.157298,3.937265,34992,0,17496
"Fftw","Outplace","Complex","float",3,"radix357",9,9,27,3,32,"Success",0.000451,1.759812,1.749568,0.002133,0.167463,0.052195,0.003855,0.160965,3.897467,34992,0,17496
"Fftw","Outplace","Complex","float",3,"radix357",9,9,27,4,32,"Success",0.00062,1.769491,1.740595,0.002031,0.164783,0.05145,0.004977,0.164058,3.899019,34992,0,17496
"Fftw","Outplace","Complex","float",3,"radix357",9,9,27,5,32,"Success",0.000565,1.769716,1.750922,0.002149,0.184358,0.050263,0.004915,0.165391,3.929258,34992,0,17496
"Fftw","Outplace","Complex","float",3,"radix357",9,9,27,6,32,"Success",0.000425,1.760542,1.747523,0.002151,0.161711,0.051808,0.003925,0.16347,3.892538,34992,0,17496
"Fftw","Outplace","Complex","float",3,"radix357",9,9,27,7,32,"Success",0.000398,1.768867,1.741015,0.002271,0.205041,0.049685,0.004324,0.157592,3.930165,34992,0,17496
"Fftw","Outplace","Complex","float",3,"radix357",9,9,27,8,32,"Success",0.000444,1.773762,1.751676,0.002141,0.156127,0.051783,0.003797,0.16758,3.908313,34992,0,17496
"Fftw","Outplace","Complex","float",3,"radix357",9,9,27,9,32,"Success",0.000406,1.77269,1.758985,0.00216,0.160571,0.049583,0.003786,0.167716,3.916871,34992,0,17496
"Fftw","Outplace","Complex","float",3,"radix357",9,9,27,10,32,"Success",0.000637,1.772554,1.74008,0.002175,0.152972,0.067765,0.004318,0.169716,3.911269,34992,0,17496
"Fftw","Outplace","Complex","float",3,"radix357",9,9,27,11,32,"Success",0.000374,1.767625,1.748022,0.002144,0.159143,0.048643,0.003855,0.160203,3.891007,34992,0,17496
"Fftw","Outplace","Complex","float",3,"radix357",7,7,49,0,57,"Warmup",0.000489,1.432503,1.23047,0.001926,0.190227,0.052418,0.00439,0.160116,3.073246,38416,0,19208
"Fftw","Outplace","Complex","float",3,"radix357",7,7,49,1,57,"Warmup",0.000639,1.438496,1.264958,0.00379,0.157821,0.057626,0.004583,0.174477,3.103377,38416,0,19208
"Fftw","Outplace","Complex","float",3,"radix357",7,7,49,2,57,"Success",0.000743,1.43631,1.269299,0.003763,0.162272,0.056118,0.004935,0.170459,3.104949,38416,0,19208
"Fftw","Outplace","Complex","float",3,"radix357",7,7,49,3,57,"Success",0.000463,1.440126,1.254028,0.003337,0.167792,0.054697,0.004687,0.158717,3.084731,38416,0,19208
"Fftw","Outplace","Complex","float",3,"radix357",7,7,49,4,57,"Success",0.000641,1.41905,1.247749,0.002831,0.206978,0.055551,0.004566,0.175404,3.113608,38416,0,19208
"Fftw","Outplace","Complex","float",3,"radix357",7,7,49,5,57,"Success",0.000591,1.431182,1.239677,0.003324,0.160156,0.055354,0.004353,0.159235,3.054651,38416,0,19208
"Fftw","Outplace","Complex","float",3,"radix357",7,7,49,6,57,"Success",0.000589,1.423484,1.244095,0.003706,0.203675,0.058382,0.004918,0.173371,3.113424,38416,0,19208
"Fftw","Outplace","Complex","float",3,"radix357",7,7,49,7,57,"Success",0.000807,1.420038,1.267021,0.003176,0.180748,0.057705,0.004853,0.160274,3.095417,38416,0,19208
"Fftw","Outplace","Complex","float",3,"radix357",7,7,49,8,57,"Success",0.000639,1.437635,1.26038,0.003943,0.179443,0.05549,0.005082,0.190124,3.133589,38416,0,19208
"Fftw","Outplace","Complex","float",3,"radix357",7,7,49,9,57,"Success",0.000567,1.42428,1.253728,0.003783,0.164885,0.057253,0.004567,0.164621,3.074521,38416,0,19208
"Fftw","Outplace","Complex","float",3,"radix357",7,7,49,10,57,"Success",0.000653,1.426675,1.246322,0.002734,0.147914,0.070922,0.004163,0.16551,3.065879,38416,0,19208
"Fftw","Outplace","Complex","float",3,"radix357",7,7,49,11,57,"Success",0.000479,1.425153,1.265357,0.00426,0.202812,0.054933,0.004547,0.164267,3.122563,38416,0,19208
"Fftw","Outplace","Complex","float",3,"radix357",5,25,25,0,47,"Warmup",0.000458,1.353389,1.35558,0.002849,0.165164,0.061623,0.005642,0.120669,3.066444,50000,0,25000
"Fftw","Outplace","Complex","float",3,"radix357",5,25,25,1,47,"Warmup",0.000551,1.352054,1.345285,0.00314,0.137212,0.048939,0.005209,0.132897,3.026278,50000,0,25000
"Fftw","Outplace","Complex","float",3,"radix357",5,25,25,2,47,"Success",0.00046,1.347186,1.352063,0.002816,0.155211,0.060077,0.005362,0.131235,3.055454,50000,0,25000
"Fftw","Outplace","Complex","float",3,"radix357",5,25,25,3,47,"Success",0.000499,1.359614,1.345115,0.002751,0.158625,0.060354,0.005344,0.137482,3.070693,50000,0,25000
"Fftw","Outplace","Complex","float",3,"radix357",5,25,25,4,47,"Success",0.000536,1.346405,1.354651,0.002767,2.051906,0.04932,0.005256,0.12052,4.932247,50000,0,25000
"Fftw","Outplace","Complex","float",3,"radix357",5,25,25,5,47,"Success",0.000531,1.350265,1.351947,0.002773,0.153422,0.05191,0.004764,0.125575,3.04225,50000,0,25000
"Fftw","Outplace","Complex","float",3,"radix357",5,25,25,6,47,"Success",0.000428,1.348928,1.343958,0.002715,0.14482,0.049307,0.005178,0.131298,3.027729,50000,0,25000
"Fftw","Outplace","Complex","float",3,"radix357",5,25,25,7,47,"Success",0.000429,1.347689,1.350741,0.002782,0.141617,0.049987,0.004946,0.119679,3.018919,50000,0,25000
"Fftw","Outplace","Complex","float",3,"radix357",5,25,25,8,47,"Success",0.000469,1.356655,1.343503,0.002771,0.146429,0.048442,0.004876,0.125035,3.029136,50000,0,25000
"Fftw","Outplace","Complex","float",3,"radix357",5,25,25,9,47,"Success",0.000491,1.349749,1.0713,0.002276,0.143238,0.061876,0.005093,0.126984,2.762011,50000,0,25000
"Fftw","Outplace","Complex","float",3,"radix357",5,25,25,10,47,"Success",0.000422,1.111289,1.089163,0.002234,0.1368,0.049116,0.004763,0.112314,2.507057,50000,0,25000
"Fftw","Outplace","Complex","float",3,"radix357",5,25,25,11,47,"Success",0.000617,1.105992,1.102075,0.002502,0.114068,0.049132,0.004771,0.107862,2.487869,50000,0,25000
"Fftw","Outplace","Complex","float",3,"radix357",9,27,27,0,33,"Warmup",0.000423,3.658097,3.132663,0.004528,0.182487,0.062634,0.010466,0.146496,7.198731,104976,0,52488
"Fftw","Outplace","Complex","float",3,"radix357",9,27,27,1,33,"Warmup",0.000377,3.708549,3.072939,0.005499,0.175992,0.066626,0.024289,0.148511,7.203648,104976,0,52488
"Fftw","Outplace","Complex","float",3,"radix357",9,27,27,2,33,"Success",0.000473,3.661033,3.070456,0.005469,0.176903,0.065985,0.010442,0.132462,7.124125,104976,0,52488
"Fftw","Outplace","Complex","float",3,"radix357",9,27,27,3,33,"Success",0.000488,3.677073,3.070798,0.005853,0.175683,0.066443,0.01,0.164498,7.171668,104976,0,52488
"Fftw","Outplace","Complex","float",3,"radix357",9,27,27,4,33,"Success",0.00053,3.643043,3.148657,0.005563,0.141781,0.053107,0.009766,0.13603,7.139463,104976,0,52488
"Fftw","Outplace","Complex","float",3,"radix357",9,27,27,5,33,"Success",0.000523,3.679206,3.076426,0.006724,0.1719,0.062063,0.009745,0.155747,7.163262,104976,0,52488
"Fftw","Outplace","Complex","float",3,"radix357",9,27,27,6,33,"Success",0.000426,3.651786,3.08915,0.005285,0.157315,0.054054,0.009798,0.136036,7.104688,104976,0,52488
"Fftw","Outplace","Complex","float",3,"radix357",9,27,27,7,33,"Success",0.000518,3.673592,3.071315,0.005246,0.171081,0.065501,0.010251,0.137743,7.136082,104976,0,52488
"Fftw","Outplace","Complex","float",3,"radix357",9,27,27,8,33,"Success",0.000508,3.64123,3.080054,0.004455,0.199136,0.056412,0.010049,0.132222,7.125015,104976,0,52488
"Fftw","Outplace","Complex","float",3,"radix357",9,27,27,9,33,"Success",0.000492,3.697943,3.071175,0.005723,0.174369,0.054243,0.010105,0.137869,7.152686,104976,0,52488
"Fftw","Outplace","Complex","float",3,"radix357",9,27,27,10,33,"Success",0.000466,3.658455,3.08432,0.006314,0.174956,0.051967,0.009851,0.135038,7.122294,104976,0,52488
"Fftw","Outplace","Complex","float",3,"radix357",9,27,27,11,33,"Success",0.000501,3.660148,3.073594,0.005113,0.156613,0.066639,0.009985,0.141372,7.114925,104976,0,52488
"Fftw","Outplace","Complex","float",3,"radix357",25,25,25,0,48,"Warmup",0.000926,0.970292,0.933963,0.011204,0.207405,0.068163,0.009038,0.101547,2.303182,250000,0,125000
"Fftw","Outplace","Complex","float",3,"radix357",25,25,25,1,48,"Warmup",0.000708,0.963028,0.947332,0.012151,0.142285,0.065581,0.008989,0.101407,2.242165,250000,0,125000
"Fftw","Outplace","Complex","float",3,"radix357",25,25,25,2,48,"Success",0.000621,0.960578,0.947425,0.012109,0.127321,0.070069,0.008927,0.105815,2.233541,250000,0,125000
